MG - REDE DOM PEDRO DE POSTOS LTDA                                                                                                                         02/06/2026 09:49;;;;;;;;;;;
MEDIÇÃO DE TANQUE POR PERÍODO;;;;;;;;;;;
Período: 01/05/2026 a 31/05/2026;;;;;;;;;;;
Depósitos: ATIVOS;;;;;;;;;;;
Modo: ANALÍTICO;;;;;;;;;;;
Agrupar: COMBUSTÍVEL;;;;;;;;;;;
Exibir: SOMENTE COM ESTOQUE;;;;;;;;;;;
Empresa: 2 - MG S - REDE DOM PEDRO DE POSTOS LTDA (DP 1);;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 388 - 387;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;7600;0;7600;0;7000;888,462;600;288,5;288,5;32,5
2026-05-02;0;7000;3000;10000;0;9400;459,398;600;-140,6;147,9;11
2026-05-03;0;9400;0;9400;0;9000;486,709;400;86,7;234,6;12,8
2026-05-04;0;9000;0;9000;0;8000;1015,366;1000;15,4;250;8,8
2026-05-05;0;8000;0;8000;0;6500;1397,452;1500;-102,5;147,5;3,5
2026-05-06;0;6500;2500;9000;0;8000;1071,929;1000;71,9;219,4;4,1
2026-05-07;0;8000;0;8000;0;6100;1701,738;1900;-198,3;21,1;0,3
2026-05-08;0;6100;3000,082;9100,082;0;7500;1756,994;1600,082;156,9;178;2
2026-05-09;0;7500;0;7500;0;6500;996,058;1000;-3,9;174,1;1,8
2026-05-10;0;6500;0;6500;0;5700;713,565;800;-86,4;87,7;0,8
2026-05-11;0;5700;0;5700;0;4600;1169,047;1100;69;156,7;1,3
2026-05-12;0;4600;0;4600;0;3200;1442,643;1400;42,6;199,3;1,5
2026-05-13;0;3200;0;3200;0;1500;1735,884;1700;35,9;235,2;1,6
2026-05-14;0;1500;3000;4500;0;2600;1471,014;1900;-429;-193,8;-1,2
2026-05-15;0;2600;0;2600;0;1000;1649,736;1600;49,7;-144,1;-0,8
2026-05-16;0;1000;3500;4500;0;3600;960,153;900;60,2;-83,9;-0,4
2026-05-17;0;3600;0;3600;0;4045;685,827;-445;1130,8;1046,9;5,3
2026-05-18;0;4045;0;4045;0;2090;865,727;1955;-1089,3;-42,4;-0,2
2026-05-19;0;2090;3500;5590;0;4700;700,07;890;-189,9;-232,3;-1,1
2026-05-20;0;4700;3000;7700;0;5900;1260,349;1800;-539,7;-772;-3,4
2026-05-21;0;5900;0;5900;0;5100;1296,667;800;496,7;-275,3;-1,2
2026-05-22;0;5100;4000;9100;0;7500;1210,952;1600;-389;-664,3;-2,7
2026-05-23;0;7500;0;7500;0;7136;907,195;364;543,2;-121,1;-0,5
2026-05-24;0;7136;0;7136;0;6100;719,98;1036;-316;-437,1;-1,6
2026-05-25;0;6100;0;6100;0;5500;701,617;600;101,6;-335,5;-1,2
2026-05-26;0;5500;0;5500;0;4000;1319,965;1500;-180;-515,5;-1,8
2026-05-27;0;4000;2000;6000;0;5000;806,605;1000;-193,4;-708,9;-2,4
2026-05-28;0;5000;0;5000;0;4200;1037,812;800;237,8;-471,1;-1,5
2026-05-29;0;4200;3000;7200;0;6045;1091,951;1155;-63;-534,1;-1,7
2026-05-30;0;6045;0;6045;0;7999;1347,334;-1954;3301,3;2767,2;8,4
2026-05-31;0;7999;0;7999;0;6800;797,878;1199;-401,1;2366,1;7
Total acumulado combustível;33666,077;31300,082;2366,1;2988,8;81;;;;;;
Total geral da empresa;945613,77;944253,624;1360,6;23416,6;153,3;;;;;;
Empresa: 3 - MG - REDE DOM PEDRO DE POSTOS LTDA (DP ITATIAI;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 29;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;10639;15000;25639;0;21746;4021,876;3893;128,9;128,9;3,2
2026-05-02;0;21746;5000;26746;0;25842;1065,534;904;161,5;290,4;5,7
2026-05-03;0;25842;0;25842;0;23067;2497,807;2775;-277,2;13,2;0,2
2026-05-04;0;23067;0;23067;0;18552;4488,557;4515;-26,4;-13,2;-0,1
2026-05-05;0;18552;5000;23552;0;19169;4057,961;4383;-325;-338,2;-2,1
2026-05-06;0;19169;5000;24169;0;22485;1773,754;1684;89,8;-248,4;-1,4
2026-05-07;0;22485;5000;27485;0;23212;4254,986;4273;-18;-266,4;-1,2
2026-05-08;0;23212;5000;28212;0;23212;4939,903;5000;-60,1;-326,5;-1,2
2026-05-09;0;23212;5000;28212;0;25173;3127,924;3039;88,9;-237,6;-0,8
2026-05-10;0;25173;0;25173;0;22631;2503,078;2542;-38,9;-276,5;-0,8
2026-05-11;0;22631;5000;27631;0;23212;4315,95;4419;-103,1;-379,6;-1
2026-05-12;0;23212;0;23212;0;19169;3920,945;4043;-122,1;-501,7;-1,2
2026-05-13;0;19169;5000;24169;0;19783;4559,42;4386;173,4;-328,3;-0,7
2026-05-14;0;19783;10000;29783;0;27363;1827,135;2420;-592,9;-921,2;-1,9
2026-05-15;0;27363;0;27363;0;24900;3486,653;2463;1023,7;102,5;0,2
2026-05-16;0;24900;0;24900;0;21895;2793,992;3005;-211;-108,5;-0,2
2026-05-17;0;21895;0;21895;0;20241;1693,009;1654;39;-69,5;-0,1
2026-05-18;0;20241;10000;30241;0;26363;4147,4;3878;269,4;199,9;0,3
2026-05-19;0;26363;0;26363;0;21746;4004,083;4617;-612,9;-413;-0,7
2026-05-20;0;21746;5000;26746;0;23926;2425,517;2820;-394,5;-807,5;-1,2
2026-05-21;0;23926;0;23926;0;19477;4557,157;4449;108,2;-699,3;-1
2026-05-22;0;19477;10000;29477;0;27119;2869,038;2358;511;-188,3;-0,3
2026-05-23;0;27119;0;27119;0;25173;1782,993;1946;-163;-351,3;-0,5
2026-05-24;0;25173;5000;30173;0;29260;1190,274;913;277,3;-74;-0,1
2026-05-25;0;29260;0;29260;0;23926;4968,463;5334;-365,5;-439,5;-0,5
2026-05-26;0;23926;0;23926;0;21298;2653,279;2628;25,3;-414,2;-0,5
2026-05-27;0;21298;0;21298;0;17152;3997,472;4146;-148,5;-562,7;-0,6
2026-05-28;0;17152;10000;27152;0;24067;3304,796;3085;219,8;-342,9;-0,4
2026-05-29;0;24067;0;24067;0;20089;3839,769;3978;-138,2;-481,1;-0,5
2026-05-30;0;20089;0;20089;0;17464;2537,959;2625;-87;-568,1;-0,6
2026-05-31;0;17464;0;17464;0;14964;2423,292;2500;-76,7;-644,8;-0,6
Total acumulado combustível;100029,976;100675;-644,8;-9267,4;-10,6;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 30;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;5740;5000;10740;0;8243;2484,546;2497;-12,5;-12,5;-0,5
2026-05-02;0;8243;0;8243;0;6567;1650,657;1676;-25,3;-37,8;-0,9
2026-05-03;0;6567;0;6567;0;4236;2282,225;2331;-48,8;-86,6;-1,3
2026-05-04;0;4236;10000;14236;0;12092;2327,773;2144;183,8;97,2;1,1
2026-05-05;0;12092;0;12092;0;9288;2658,336;2804;-145,7;-48,5;-0,4
2026-05-06;0;9288;5000;14288;0;11221;3220,75;3067;153,8;105,3;0,7
2026-05-07;0;11221;5000;16221;0;13773;2475,677;2448;27,7;133;0,8
2026-05-08;0;13773;0;13773;0;10723;2890,856;3050;-159,1;-26,1;-0,1
2026-05-09;0;10723;0;10723;0;8348;2320,03;2375;-55;-81,1;-0,4
2026-05-10;0;8348;0;8348;0;6463;1865,499;1885;-19,5;-100,6;-0,4
2026-05-11;0;6463;5000;11463;0;9080;2425,857;2383;42,9;-57,7;-0,2
2026-05-12;0;9080;5000;14080;0;12186;1948,488;1894;54,5;-3,2;0
2026-05-13;0;12186;0;12186;0;9909;2654,575;2277;377,6;374,4;1,2
2026-05-14;0;9909;0;9909;0;7508;1906,833;2401;-494,2;-119,8;-0,4
2026-05-15;0;7508;5000;12508;0;10216;2359,673;2292;67,7;-52,1;-0,1
2026-05-16;0;10216;0;10216;0;8138;2081,015;2078;3;-49,1;-0,1
2026-05-17;0;8138;0;8138;0;6152;1911,63;1986;-74,4;-123,5;-0,3
2026-05-18;0;6152;5000;11152;0;8662;2580,28;2490;90,3;-33,2;-0,1
2026-05-19;0;8662;5000;13662;0;12186;1569,958;1476;94;60,8;0,1
2026-05-20;0;12186;0;12186;0;9392;2584,94;2794;-209,1;-148,3;-0,3
2026-05-21;0;9392;5000;14392;0;12186;2401,695;2206;195,7;47,4;0,1
2026-05-22;0;12186;0;12186;0;9288;2734,485;2898;-163,5;-116,1;-0,2
2026-05-23;0;9288;5000;14288;0;12465;1970,902;1823;147,9;31,8;0,1
2026-05-24;0;12465;0;12465;0;10723;1718,264;1742;-23,7;8,1;0
2026-05-25;0;10723;0;10723;0;8557;2009,216;2166;-156,8;-148,7;-0,3
2026-05-26;0;8557;5000;13557;0;11901;1767,439;1656;111,4;-37,3;-0,1
2026-05-27;0;11901;0;11901;0;8767;3045,697;3134;-88,3;-125,6;-0,2
2026-05-28;0;8767;5000;13767;0;11221;2660,448;2546;114,4;-11,2;0
2026-05-29;0;11221;0;11221;0;8557;2600,522;2664;-63,5;-74,7;-0,1
2026-05-30;0;8557;5000;13557;0;11515;2053,158;2042;11,2;-63,5;-0,1
2026-05-31;0;11515;0;11515;0;9599;1957,931;1916;41,9;-21,6;0
Total acumulado combustível;71119,355;71141;-21,6;-720,8;-2,4;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 20;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;23356;15000;38356;0;24347;13920,843;14009;-88,2;-88,2;-0,6
2026-05-02;0;24347;0;24347;0;15589;8091,116;8758;-666,9;-755,1;-3,4
2026-05-03;0;15589;0;15589;0;2378;13471,132;13211;260,1;-495;-1,4
2026-05-04;0;2378;20000;22378;0;7267;14906,418;15111;-204,6;-699,6;-1,4
2026-05-05;0;7267;20000;27267;0;12012;15179,373;15255;-75,6;-775,2;-1,2
2026-05-06;0;12012;20000;32012;0;15277;16824,883;16735;89,9;-685,3;-0,8
2026-05-07;0;15277;20000;35277;0;18552;16639,341;16725;-85,7;-771;-0,8
2026-05-08;0;18552;15000;33552;0;21895;11923,927;11657;266,9;-504,1;-0,5
2026-05-09;0;21895;10000;31895;0;22191;9326,806;9704;-377,2;-881,3;-0,7
2026-05-10;0;22191;0;22191;0;11094;10936,026;11097;-161;-1042,3;-0,8
2026-05-11;0;11094;25000;36094;0;18086;18378,519;18008;370,5;-671,8;-0,4
2026-05-12;0;18086;10000;28086;0;14459;13426,232;13627;-200,8;-872,6;-0,5
2026-05-13;0;14459;15000;29459;0;9112;20342,493;20347;-4,5;-877,1;-0,5
2026-05-14;0;9112;20000;29112;0;12320;16602,126;16792;-189,9;-1067;-0,5
2026-05-15;0;12320;15000;27320;0;11246;16344,181;16074;270,2;-796,8;-0,4
2026-05-16;0;11246;20000;31246;0;21298;9975,515;9948;27,5;-769,3;-0,3
2026-05-17;0;21298;0;21298;0;9588;10903,402;11710;-806,6;-1575,9;-0,7
2026-05-18;0;9588;25000;34588;0;12747;22180,336;21841;339,3;-1236,6;-0,5
2026-05-19;0;12747;15000;27747;0;10639;16477,551;17108;-630,4;-1867;-0,7
2026-05-20;0;10639;15000;25639;0;10186;16055,609;15453;602,6;-1264,4;-0,4
2026-05-21;0;10186;20000;30186;0;12747;17667,932;17439;228,9;-1035,5;-0,3
2026-05-22;0;12747;25000;37747;0;24347;13118,134;13400;-281,9;-1317,4;-0,4
2026-05-23;0;24347;0;24347;0;13871;10437,095;10476;-38,9;-1356,3;-0,4
2026-05-24;0;13871;25000;38871;0;23642;14916,098;15229;-312,9;-1669,2;-0,5
2026-05-25;0;23642;0;23642;0;6160;17393,355;17482;-88,6;-1757,8;-0,5
2026-05-26;0;6160;25000;31160;0;13249;18114,939;17911;203,9;-1553,9;-0,4
2026-05-27;0;13249;15000;28249;0;8703;19572,025;19546;26;-1527,9;-0,4
2026-05-28;0;8703;30000;38703;0;24207;14496,803;14496;0,8;-1527,1;-0,4
2026-05-29;0;24207;5000;29207;0;13715;15230,436;15492;-261,6;-1788,7;-0,4
2026-05-30;0;13715;5000;18715;0;5623;13157,934;13092;65,9;-1722,8;-0,4
2026-05-31;0;5623;25000;30623;0;20393;10443,216;10230;213,2;-1509,6;-0,3
Total acumulado combustível;456453,796;457963;-1509,6;-34461,8;-20,9;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 28;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;8138;0;8138;0;7508;739,949;630;109,9;109,9;14,9
2026-05-02;0;7508;0;7508;0;6775;604,931;733;-128,1;-18,2;-1,4
2026-05-03;0;6775;0;6775;0;5945;701,041;830;-129;-147,2;-7,2
2026-05-04;0;5945;0;5945;0;5028;949,943;917;32,9;-114,3;-3,8
2026-05-05;0;5028;0;5028;0;4042;977,966;986;-8;-122,3;-3,1
2026-05-06;0;4042;5000;9042;0;8662;647,067;380;267,1;144,8;3,1
2026-05-07;0;8662;5000;13662;0;12740;900,645;922;-21,4;123,4;2,2
2026-05-08;0;12740;0;12740;0;11901;863,512;839;24,5;147,9;2,3
2026-05-09;0;11901;0;11901;0;11122;716,483;779;-62,5;85,4;1,2
2026-05-10;0;11122;0;11122;0;10419;606,502;703;-96,5;-11,1;-0,1
2026-05-11;0;10419;0;10419;0;9599;862,841;820;42,8;31,7;0,4
2026-05-12;0;9599;0;9599;0;8557;957,27;1042;-84,7;-53;-0,6
2026-05-13;0;8557;0;8557;0;7613;927,365;944;-16,6;-69,6;-0,7
2026-05-14;0;7613;0;7613;0;7089;708,074;524;184,1;114,5;1
2026-05-15;0;7089;0;7089;0;6048;830,003;1041;-211;-96,5;-0,8
2026-05-16;0;6048;0;6048;0;5332;710,275;716;-5,7;-102,2;-0,8
2026-05-17;0;5332;0;5332;0;4530;664,683;802;-137,3;-239,5;-1,8
2026-05-18;0;4530;0;4530;0;3850;869,608;680;189,6;-49,9;-0,4
2026-05-19;0;3850;5000;8850;0;8033;809,936;817;-7,1;-57;-0,4
2026-05-20;0;8033;0;8033;0;7403;655,486;630;25,5;-31,5;-0,2
2026-05-21;0;7403;0;7403;0;6463;926,113;940;-13,9;-45,4;-0,3
2026-05-22;0;6463;0;6463;0;5535;879,665;928;-48,3;-93,7;-0,5
2026-05-23;0;5535;0;5535;0;4629;855,675;906;-50,3;-144;-0,8
2026-05-24;0;4629;0;4629;0;4042;646,899;587;59,9;-84,1;-0,4
2026-05-25;0;4042;0;4042;0;3193;870,395;849;21,4;-62,7;-0,3
2026-05-26;0;3193;5000;8193;0;7613;681,109;580;101,1;38,4;0,2
2026-05-27;0;7613;0;7613;0;6984;517,87;629;-111,1;-72,7;-0,3
2026-05-28;0;6984;5000;11984;0;11122;950,938;862;88,9;16,2;0,1
2026-05-29;0;11122;0;11122;0;10823;535,646;299;236,6;252,8;1,1
2026-05-30;0;10823;0;10823;0;9806;697,19;1017;-319,8;-67;-0,3
2026-05-31;0;9806;0;9806;0;9288;560,033;518;42;-25;-0,1
Total acumulado combustível;23825,113;23850;-25;-641,9;2,2;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 33;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;2140;1500;3640;0;3187,8;430,755;452,2;-21,4;-21,4;-5
2026-05-02;0;3187,8;0;3187,8;0;2753;408,41;434,8;-26,4;-47,8;-5,7
2026-05-03;0;2753;0;2753;0;2214;559,993;539;21;-26,8;-1,9
2026-05-04;0;2214;0;2214;0;1635;654,723;579;75,7;48,9;2,4
2026-05-05;0;1635;0;1635;0;931,5;657,537;703,5;-46;2,9;0,1
2026-05-06;0;931,5;2500;3431,5;0;2401,2;555,296;1030,3;-475;-472,1;-14,5
2026-05-07;0;2401,2;0;2401,2;0;1966;431,57;435,2;-3,6;-475,7;-12,9
2026-05-08;0;1966;1500;3466;0;3022,2;444,313;443,8;0,5;-475,2;-11,5
2026-05-09;0;3022,2;0;3022,2;0;2546,1;428,517;476,1;-47,6;-522,8;-11,4
2026-05-10;0;2546,1;0;2546,1;0;2235,6;299,333;310,5;-11,2;-534;-11
2026-05-11;0;2235,6;0;2235,6;0;1780,2;546,355;455,4;91;-443;-8,2
2026-05-12;0;1780,2;0;1780,2;0;1428,3;367,009;351,9;15,1;-427,9;-7,4
2026-05-13;0;1428,3;1500;2928,3;0;2194,2;692,175;734,1;-41,9;-469,8;-7,3
2026-05-14;0;2194,2;0;2194,2;0;1593;574,171;601,2;-27;-496,8;-7
2026-05-15;0;1593;1500;3093;0;2339,1;498,034;753,9;-255,9;-752,7;-10
2026-05-16;0;2339,1;0;2339,1;0;2007,9;390,68;331,2;59,5;-693,2;-8,7
2026-05-17;0;2007,9;0;2007,9;0;1573,2;532,135;434,7;97,4;-595,8;-7
2026-05-18;0;1573,2;0;1573,2;0;910,8;622,319;662,4;-40,1;-635,9;-7
2026-05-19;0;910,8;2500;3410,8;0;2960,1;337,786;450,7;-112,9;-748,8;-7,9
2026-05-20;0;2960,1;0;2960,1;0;2256,3;648,796;703,8;-55;-803,8;-8
2026-05-21;0;2256,3;0;2256,3;0;1904;411,887;352,3;59,6;-744,2;-7,1
2026-05-22;0;1904;1500;3404;0;2753,1;505,083;650,9;-145,8;-890;-8,1
2026-05-23;0;2753,1;0;2753,1;0;2339;435,394;414,1;21,3;-868,7;-7,6
2026-05-24;0;2339;0;2339;0;1821,6;578,689;517,4;61,3;-807,4;-6,7
2026-05-25;0;1821,6;0;1821,6;0;1490,4;349,196;331,2;18;-789,4;-6,4
2026-05-26;0;1490,4;0;1490,4;0;1490,4;0;0;0;-789,4;-6,4
2026-05-27;0;1490,4;2500;3990,4;0;3705,3;0;285,1;-285,1;-1074,5;-8,7
2026-05-28;0;3705,3;0;3705,3;0;3705;0;0,3;-0,3;-1074,8;-8,7
2026-05-29;0;3705;0;3705;0;3705;0;0;0;-1074,8;-8,7
2026-05-30;0;3705;0;3705;0;3705;0;0;0;-1074,8;-8,7
2026-05-31;0;3705;0;3705;0;3705;0;0;0;-1074,8;-8,7
Total acumulado combustível;12360,156;13435;-1074,8;-18854,5;-235,7;;;;;;
Total geral da empresa;663788,396;667064;-3275,8;-63946,4;-267,4;;;;;;
Empresa: 4 - SP - POSTO DOM PEDRO DE LEME LTDA (DP LEME);;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 52 - 53;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;20625;5000;25625;0;22825;2561,104;2800;-238,9;-238,9;46,6
2026-05-02;0;22825;0;22825;0;21987;1408,107;838;570,1;331,2;-42,3
2026-05-03;0;21987;0;21987;0;19162;2093,189;2825;-731,8;-400,6;-52
2026-05-04;0;19162;0;19162;0;15073;4489,326;4089;400,3;-0,3;-30,7
2026-05-05;0;15073;7000;22073;0;17137;4764,962;4936;-171;-171,3;6,2
2026-05-06;0;17137;5000;22137;0;19211;3297,241;2926;371,3;200;-2
2026-05-07;0;19211;5000;24211;0;18499;5274,571;5712;-437,4;-237,4;-20,5
2026-05-08;0;18499;7000;25499;0;22981;2798,91;2518;280,9;43,5;16,9
2026-05-09;0;22981;0;22981;0;21003;1683,668;1978;-294,4;-250,9;17
2026-05-10;0;21003;0;21003;0;19873;1598,257;1130;468,2;217,3;-11,9
2026-05-11;0;19873;5000;24873;0;20891;3447,201;3982;-534,8;-317,5;12,1
2026-05-12;0;20891;0;20891;0;18802;2778,511;2089;689,5;372;-6
2026-05-13;0;18802;7000;25802;0;20418;4917,241;5384;-466,7;-94,7;10,9
2026-05-14;0;20418;5000;25418;0;21799;3671,893;3619;52,9;-41,8;-6,5
2026-05-15;0;21799;0;21799;0;19043;2446,859;2756;-309,1;-350,9;5
2026-05-16;0;19043;5000;24043;0;22814;1742,151;1229;513,2;162,3;-0,5
2026-05-17;0;22814;0;22814;0;21467;1314,189;1347;-32,8;129,5;0,7
2026-05-18;0;21467;0;21467;0;17637;3508,812;3830;-321,2;-191,7;-2,4
2026-05-19;0;17637;7000;24637;0;22320;2579,365;2317;262,4;70,7;2,6
2026-05-20;0;22320;0;22320;0;17885;4329,091;4435;-105,9;-35,2;-5,3
2026-05-21;0;17885;0;17885;0;14815;3216,761;3070;146,8;111,6;-6,4
2026-05-22;0;14815;7000;21815;0;18451;3158,495;3364;-205,5;-93,9;-12,2
2026-05-23;0;18451;5000;23451;0;21692;1975,378;1759;216,4;122,5;-10
2026-05-24;0;21692;0;21692;0;20418;1201,991;1274;-72;50,5;-11,5
2026-05-25;0;20418;5000;25418;0;22785;2511,691;2633;-121,3;-70,8;-12,5
2026-05-26;0;22785;0;22785;0;0;6366,635;22785;-16418,3;-16489,1;-16,2
2026-05-27;0;0;10000;10000;0;21551;4817,092;-11551;16368,1;-121;1,2
2026-05-28;0;21551;0;21551;0;17108;4442,268;4443;-0,7;-121,7;2,1
2026-05-29;0;17108;7000;24108;0;20713;3122,134;3395;-272,8;-394,5;-5,1
2026-05-30;0;20713;0;20713;0;20438;554,659;275;279,7;-114,8;-4,3
2026-05-31;0;20438;5000;25438;0;23536;1689,079;1902;-213;-327,8;3,1
Total acumulado combustível;93760,831;94089;-327,8;-18253,7;-133,9;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 50;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;16594;0;16594;0;14617;1944,453;1977;-32,5;-32,5;-1,7
2026-05-02;0;14617;0;14617;0;13527;1560,66;1090;470,7;438,2;12,5
2026-05-03;0;13527;0;13527;0;10226;2280,894;3301;-1020,1;-581,9;-10,1
2026-05-04;0;10226;0;10226;0;9407;1688,656;819;869,7;287,8;3,9
2026-05-05;0;9407;5000;14407;0;13218;1304,275;1189;115,3;403,1;4,6
2026-05-06;0;13218;0;13218;0;10649;2580,194;2569;11,2;414,3;3,6
2026-05-07;0;10649;5000;15649;0;13218;1903,059;2431;-527,9;-113,6;-0,9
2026-05-08;0;13218;5000;18218;0;16868;1758,998;1350;409;295,4;2
2026-05-09;0;16868;0;16868;0;14817;1702,481;2051;-348,5;-53,1;-0,3
2026-05-10;0;14817;0;14817;0;13321;1738,991;1496;243;189,9;1
2026-05-11;0;13321;0;13321;0;11362;1643,449;1959;-315,6;-125,7;-0,6
2026-05-12;0;11362;0;11362;0;10226;1391,987;1136;256;130,3;0,6
2026-05-13;0;10226;5000;15226;0;13424;1938,351;1802;136,4;266,7;1,1
2026-05-14;0;13424;0;13424;0;11678;1678,508;1746;-67,5;199,2;0,8
2026-05-15;0;11678;0;11678;0;9407;1908,067;2271;-362,9;-163,7;-0,6
2026-05-16;0;9407;7000;16407;0;14916;1781,504;1491;290,5;126,8;0,4
2026-05-17;0;14916;0;14916;0;13424;1781,335;1492;289,3;416,1;1,4
2026-05-18;0;13424;0;13424;0;11487;1422,553;1937;-514,4;-98,3;-0,3
2026-05-19;0;11487;5000;16487;0;15288;1572,803;1199;373,8;275,5;0,8
2026-05-20;0;15288;0;15288;0;13630;1700,032;1658;42;317,5;0,9
2026-05-21;0;13630;0;13630;0;11993;1547,421;1637;-89,6;227,9;0,6
2026-05-22;0;11993;5000;16993;0;15113;1723,535;1880;-156,5;71,4;0,2
2026-05-23;0;15113;0;15113;0;13936;1402,261;1177;225,3;296,7;0,7
2026-05-24;0;13936;0;13936;0;12412;1364,03;1524;-160;136,7;0,3
2026-05-25;0;12412;5000;17412;0;15770;1457,217;1642;-184,8;-48,1;-0,1
2026-05-26;0;15770;0;15770;0;0;1821,142;15770;-13948,9;-13997;-31,4
2026-05-27;0;0;0;0;0;12699;1361,055;-12699;14060,1;63,1;0,1
2026-05-28;0;12699;0;12699;0;11072;1799,274;1627;172,3;235,4;0,5
2026-05-29;0;11072;5000;16072;0;14012;2117,723;2060;57,7;293,1;0,6
2026-05-30;0;14012;0;14012;0;12412;1368,888;1600;-231,1;62;0,1
2026-05-31;0;12412;0;12412;0;10755;1769,584;1657;112,6;174,6;0,3
Total acumulado combustível;53013,38;52839;174,6;-9892,2;-9;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 54 - 38;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;34404;17000;51404;0;37286;14020,176;14118;-97,8;-97,8;-30,6
2026-05-02;0;37286;0;37286;0;30101;7857,776;7185;672,8;575;11,7
2026-05-03;0;30101;22000;52101;0;36683;14300,538;15418;-1117,5;-542,5;-10,6
2026-05-04;0;36683;0;36683;0;21729;15651,254;14954;697,2;154,7;-7,6
2026-05-05;0;21729;27000;48729;0;27598;21277,937;21131;146,9;301,6;-11,7
2026-05-06;0;27598;22000;49598;0;33519;15825,382;16079;-253,6;48;5
2026-05-07;0;33519;24000;57519;0;39513;17844,645;18006;-161,3;-113,3;-12,2
2026-05-08;0;39513;12000;51513;0;35041;16886,084;16472;414,1;300,8;5,2
2026-05-09;0;35041;17000;52041;0;37894;13701,421;14147;-445,5;-144,7;-12,3
2026-05-10;0;37894;0;37894;0;28790;9775,008;9104;671,1;526,4;-11,3
2026-05-11;0;28790;17000;45790;0;32868;11844,083;12922;-1077,9;-551,5;6
2026-05-12;0;32868;10000;42868;0;31130;12468,596;11738;730,6;179,1;-10
2026-05-13;0;31130;22000;53130;0;35520;17704,973;17610;95;274,1;-8,9
2026-05-14;0;35520;17000;52520;0;37120;15367,176;15400;-32,9;241,2;3,7
2026-05-15;0;37120;10000;47120;0;31964;14571,152;15156;-584,9;-343,7;-8
2026-05-16;0;31964;17000;48964;0;40871;8393,768;8093;300,8;-42,9;-7,4
2026-05-17;0;40871;0;40871;0;29265;11469,096;11606;-136,9;-179,8;3,2
2026-05-18;0;29265;17000;46265;0;35081;10998,426;11184;-185,6;-365,4;3
2026-05-19;0;35081;12000;47081;0;32598;15033,478;14483;550,5;185,1;3
2026-05-20;0;32598;20000;52598;0;34336;17887,595;18262;-374,4;-189,3;-7,9
2026-05-21;0;34336;12000;46336;0;27186;19373,97;19150;223,9;34,6;4,1
2026-05-22;0;27186;22000;49186;0;35989;13186,867;13197;-10,2;24,4;3,9
2026-05-23;0;35989;10000;45989;0;34532;11678,534;11457;221,6;246;3,9
2026-05-24;0;34532;0;34532;0;19065;15194,027;15467;-272,9;-26,9;-8,3
2026-05-25;0;19065;31000;50065;0;37340;12676,857;12725;-48,2;-75,1;-7,9
2026-05-26;0;37340;10000;47340;0;0;18130,546;47340;-29209,4;-29284,5;-11,3
